datetime,DO,PH,AMMONIA(mg/l),TEMP,NITRATE(PPM),TURBIDITY,feed_label
2022-03-05 06:40:00,9.4848,5.1896,0.040096,24.92556,6.0416,11.016,1
2022-03-05 07:00:00,6.2244,5.5888,0.1162784,25.22916,4.608,34.068,1
2022-03-05 07:20:00,8.2992,4.99,0.030072,25.67444,27.5456,34.068,1
2022-03-05 07:40:00,6.7184,5.5888,0.055132,25.73516,16.6912,26.622,1
2022-03-05 08:00:00,7.41,5.0898,0.045108,26.0084,22.3232,34.782,1
2022-03-05 08:20:00,9.88,5.8882,0.1132712,26.15008,7.7824,24.378,1
2022-03-05 08:40:00,6.1256,5.489,0.0992376,26.25128,27.8528,25.806,1
2022-03-05 09:00:00,9.88,5.2894,0.0831992,26.3626,21.8112,36.618,1
2022-03-05 09:20:00,8.5956,5.0898,0.1182832,26.40308,2.2528,34.374,1
2022-03-05 09:40:00,9.4848,5.1896,0.0912184,26.70668,0.2048,31.212,1
2022-03-05 10:00:00,5.928,5.0898,0.0511224,27.25316,26.8288,11.322,1
2022-03-05 10:20:00,8.9908,5.6886,0.0661584,27.45556,24.9856,38.352,1
2022-03-05 10:40:00,6.6196,5.2894,0.0691656,27.90084,17.92,36.414,1
2022-03-05 11:00:00,6.422,5.3892,0.0421008,27.92108,8.2944,30.192,1
2022-03-05 11:20:00,7.7064,5.0898,0.015036,28.16396,8.704,10.608,1
2022-03-05 11:40:00,8.7932,5.489,0.0611464,28.36636,6.4512,39.984,1
2022-03-05 12:00:00,8.398,4.99,0.0461104,28.46756,0.512,27.642,1
2022-03-05 12:20:00,9.2872,5.0898,0.0882112,28.80152,3.584,34.17,1
2022-03-05 12:40:00,9.88,5.988,0.0862064,28.90272,3.4816,40.596,1
2022-03-05 13:00:00,9.386,5.5888,0.0821968,29.11524,16.6912,28.254,1
2022-03-05 13:20:00,6.2244,5.988,0.0421008,29.28728,8.0896,25.194,1
2022-03-05 13:40:00,8.1016,5.6886,0.0471128,30.19808,6.3488,22.848,1
2022-03-05 14:00:00,6.2244,5.8882,0.0892136,30.08676,26.112,40.902,1
2022-03-05 14:20:00,6.2244,5.8882,0.1042496,30.0058,1.536,18.666,1
2022-03-05 14:40:00,9.2872,4.99,0.0982352,29.94508,12.1856,15.708,1
2022-03-05 15:00:00,9.386,5.2894,0.055132,29.69208,0.7168,16.932,1
2022-03-05 15:20:00,9.2872,5.7884,0.0791896,29.3986,19.5584,18.972,1
2022-03-05 15:40:00,7.7064,4.99,0.1042496,29.3986,19.6608,25.5,1
2022-03-05 16:00:00,7.2124,5.1896,0.0721728,29.35812,7.7824,20.298,1
2022-03-05 16:20:00,6.1256,5.3892,0.0511224,29.32776,4.9152,23.664,1
2022-03-05 16:40:00,6.0268,5.489,0.0942256,29.30752,20.48,25.398,1
2022-03-05 17:00:00,8.0028,5.1896,0.0370888,29.2974,12.9024,15.504,1
2022-03-05 17:20:00,7.3112,5.2894,0.0370888,28.78128,28.5696,16.728,1
2022-03-05 17:40:00,6.8172,5.2894,0.0511224,28.70032,6.5536,16.83,1
2022-03-05 18:00:00,6.8172,5.1896,0.0471128,28.66996,22.3232,29.274,1
2022-03-05 18:20:00,7.8052,5.489,0.055132,28.56876,5.12,40.086,1
2022-03-05 18:40:00,8.1016,5.7884,0.0170408,28.50804,17.3056,37.74,1
2022-03-05 19:00:00,8.9908,4.99,0.0811944,28.24492,1.8432,32.64,1
2022-03-05 19:20:00,6.0268,4.99,0.1122688,28.19432,25.6,18.564,1
2022-03-05 19:40:00,6.0268,5.8882,0.0611464,28.083,1.8432,34.374,1
2022-03-05 20:00:00,7.2124,5.2894,0.0130312,28.00204,27.3408,39.678,1
2022-03-05 20:20:00,7.2124,5.988,0.0982352,27.9818,5.7344,33.252,1
2022-03-05 20:40:00,9.386,5.2894,0.070168,27.9312,18.0224,17.748,1
2022-03-05 21:00:00,9.0896,5.489,0.0791896,27.89072,19.0464,12.342,1
2022-03-05 21:20:00,6.6196,5.5888,0.115276,27.79964,25.3952,29.58,1
2022-03-05 21:40:00,6.5208,5.0898,0.1132712,27.78952,24.8832,34.476,1
2022-03-05 22:00:00,9.1884,5.3892,0.0741776,27.6782,5.9392,32.844,1
2022-03-05 22:20:00,7.41,5.6886,0.010024,27.63772,5.0176,39.27,1
2022-03-05 22:40:00,7.904,5.6886,0.040096,27.3746,3.9936,13.872,1
2022-03-05 23:00:00,6.3232,5.489,0.0571368,27.16208,11.264,23.766,1
2022-03-05 23:20:00,8.398,5.7884,0.0962304,27.04064,1.2288,28.356,1
2022-03-05 23:40:00,6.5208,4.99,0.0781872,26.42332,25.4976,31.212,1
2022-03-06 00:00:00,6.6196,4.99,0.0922208,26.37272,5.7344,37.74,1
2022-03-06 00:20:00,8.1016,5.8882,0.0821968,26.3626,2.6624,36.21,1
2022-03-06 00:40:00,9.386,5.1896,0.0390936,26.30188,1.9456,29.988,1
2022-03-06 01:00:00,7.6076,5.988,0.0831992,26.03876,9.8304,34.578,1
2022-03-06 01:20:00,7.5088,5.489,0.0410984,25.77564,24.576,24.582,1
2022-03-06 01:40:00,6.422,5.6886,0.0842016,25.56312,1.6384,31.824,1
2022-03-06 02:00:00,9.88,5.5888,0.0691656,25.47204,24.4736,15.402,1
2022-03-06 02:20:00,6.422,5.1896,0.0260624,25.36072,28.9792,34.884,1
2022-03-06 02:40:00,6.6196,5.988,0.0842016,25.23928,18.2272,38.556,1
2022-03-06 03:00:00,8.9908,5.2894,0.0711704,24.8952,23.04,16.83,1
2022-03-06 03:20:00,9.5836,5.6886,0.0310744,24.8952,2.7648,24.888,1
2022-03-06 03:40:00,7.41,5.6886,0.0531272,24.86484,2.048,36.312,1
2022-03-06 04:00:00,8.7932,5.8882,0.0280672,24.83448,22.2208,16.932,1
2022-03-06 04:20:00,8.9908,5.2894,0.105252,24.7434,8.4992,20.094,1
2022-03-06 04:40:00,8.2992,4.99,0.0160384,24.62196,16.6912,32.232,1
2022-03-06 05:00:00,6.8172,5.1896,0.0842016,24.36896,25.6,14.79,1
2022-03-06 05:20:00,7.904,5.0898,0.045108,24.37908,26.112,21.624,1
2022-03-06 05:40:00,9.0896,5.2894,0.0180432,24.39932,4.608,38.556,1
2022-03-06 06:00:00,8.6944,5.2894,0.0220528,24.4398,24.4736,19.89,1
2022-03-06 06:20:00,7.1136,5.1896,0.0260624,24.66244,14.6432,38.25,1
2022-03-06 06:40:00,8.7932,5.1896,0.0431032,24.77376,5.4272,17.442,1
2022-03-06 07:00:00,8.892,5.3892,0.0471128,24.80412,2.4576,40.596,1
2022-03-06 07:20:00,7.904,5.489,0.0270648,25.49228,17.3056,39.78,1
2022-03-06 07:40:00,8.398,5.0898,0.1182832,25.553,6.144,36.21,1
2022-03-06 08:00:00,6.8172,4.99,0.0591416,25.77564,28.16,31.824,1
2022-03-06 08:20:00,6.1256,5.8882,0.0781872,25.88696,12.9024,22.95,1
2022-03-06 08:40:00,7.41,4.99,0.0791896,25.92744,17.3056,24.174,1
2022-03-06 09:00:00,7.6076,5.6886,0.0821968,25.96792,28.5696,36.618,1
2022-03-06 09:20:00,8.7932,5.988,0.0711704,26.09948,30.5152,21.42,1
2022-03-06 09:40:00,9.0896,5.8882,0.0761824,26.23104,11.6736,27.948,1
2022-03-06 10:00:00,8.1016,5.2894,0.0160384,26.58524,4.4032,38.25,1
2022-03-06 10:20:00,7.6076,5.5888,0.0621488,26.69656,24.064,34.578,1
2022-03-06 10:40:00,6.5208,5.6886,0.065156,26.69656,17.408,38.046,1
2022-03-06 11:00:00,6.1256,5.8882,0.0972328,27.21268,6.0416,17.238,1
2022-03-06 11:20:00,7.2124,5.7884,0.0591416,27.56688,13.6192,27.948,1
2022-03-06 11:40:00,6.2244,5.7884,0.0912184,27.59724,28.16,33.354,1
2022-03-06 12:00:00,9.0896,5.2894,0.1162784,27.6782,27.9552,29.886,1
2022-03-06 12:20:00,7.6076,5.988,0.020048,27.80976,2.8672,30.804,1
2022-03-06 12:40:00,6.422,5.8882,0.090216,27.95144,4.5056,34.17,1
2022-03-06 13:00:00,6.422,5.3892,0.0240576,28.25504,2.2528,16.218,1
2022-03-06 13:20:00,7.2124,5.2894,0.055132,28.68008,9.1136,21.828,1
2022-03-06 13:40:00,7.8052,5.7884,0.0360864,30.02604,5.5296,12.954,1
2022-03-06 14:00:00,8.4968,5.2894,0.095228,29.98556,23.1424,15.096,1
2022-03-06 14:20:00,7.7064,5.2894,0.0280672,29.86412,16.0768,27.234,1
2022-03-06 14:40:00,6.6196,5.6886,0.0741776,29.64148,5.9392,22.032,1
2022-03-06 15:00:00,7.0148,5.5888,0.0581392,29.58076,2.8672,16.014,1
2022-03-06 15:20:00,6.2244,5.489,0.0280672,29.45932,3.6864,38.964,1
2022-03-06 15:40:00,9.1884,5.0898,0.065156,29.30752,30.4128,24.99,1
2022-03-06 16:00:00,5.928,5.489,0.090216,29.23668,17.8176,35.904,1
2022-03-06 16:20:00,8.0028,5.1896,0.0240576,29.22656,3.072,21.216,1
2022-03-06 16:40:00,8.892,5.988,0.0461104,29.095,17.92,33.252,1
2022-03-06 17:00:00,6.7184,5.6886,0.0310744,28.91284,10.3424,22.848,1
2022-03-06 17:20:00,6.7184,5.6886,0.045108,28.8926,13.7216,16.524,1
2022-03-06 17:40:00,7.3112,5.6886,0.0110264,28.71044,22.528,35.598,1
2022-03-06 18:00:00,7.904,5.5888,0.0541296,28.4878,6.7584,23.868,1
2022-03-06 18:20:00,8.5956,5.489,0.0641536,28.17408,9.216,15.708,1
2022-03-06 18:40:00,9.2872,4.99,0.0912184,28.10324,27.8528,13.668,1
2022-03-06 19:00:00,8.4968,5.2894,0.0942256,28.0324,4.7104,28.05,1
2022-03-06 19:20:00,8.4968,5.1896,0.0170408,27.80976,0.6144,15.504,1
2022-03-06 19:40:00,8.1016,5.8882,0.0711704,27.7794,7.9872,31.314,1
2022-03-06 20:00:00,8.2004,5.5888,0.0992376,27.7288,27.136,30.702,1
2022-03-06 20:20:00,7.3112,5.7884,0.065156,27.71868,14.848,33.048,1
2022-03-06 20:40:00,6.2244,5.5888,0.0180432,27.70856,27.4432,36.924,1
2022-03-06 21:00:00,6.2244,5.6886,0.0461104,27.63772,1.6384,27.03,1
2022-03-06 21:20:00,7.5088,5.6886,0.060144,27.4758,2.2528,11.526,1
2022-03-06 21:40:00,7.5088,5.988,0.0862064,27.2734,30.208,15.402,1
2022-03-06 22:00:00,8.0028,5.3892,0.070168,27.01028,10.0352,18.87,1
2022-03-06 22:20:00,8.6944,5.7884,0.0571368,26.90908,5.7344,34.17,1
2022-03-06 22:40:00,6.7184,5.7884,0.0811944,26.87872,5.0176,35.802,1
2022-03-06 23:00:00,6.916,5.489,0.1162784,26.67632,7.0656,30.498,1
2022-03-06 23:20:00,7.7064,5.8882,0.0791896,26.65608,10.0352,36.618,1
2022-03-06 23:40:00,6.0268,5.2894,0.0431032,26.38284,30.6176,15.402,1
2022-03-07 00:00:00,9.6824,5.8882,0.1022448,26.13996,20.1728,36.006,1
2022-03-07 00:20:00,7.3112,5.2894,0.085204,25.93756,29.696,12.546,1
2022-03-07 00:40:00,9.4848,4.99,0.0581392,25.806,3.8912,21.216,1
2022-03-07 01:00:00,7.2124,5.3892,0.0962304,25.68456,23.7568,15.402,1
2022-03-07 01:20:00,7.0148,5.3892,0.10024,25.49228,25.6,18.564,1
2022-03-07 01:40:00,7.6076,5.8882,0.0340816,25.34048,21.0944,16.116,1
2022-03-07 02:00:00,8.0028,5.6886,0.055132,25.15832,30.0032,10.404,1
2022-03-07 02:20:00,6.0268,5.7884,0.0711704,25.0976,13.9264,39.576,1
2022-03-07 02:40:00,9.0896,5.5888,0.0541296,25.05712,24.7808,15.402,1
2022-03-07 03:00:00,7.3112,5.3892,0.02506,25.03688,0.9216,22.746,1
2022-03-07 03:20:00,6.1256,5.8882,0.0631512,24.96604,12.5952,34.272,1
2022-03-07 03:40:00,9.88,5.5888,0.1022448,24.78388,2.8672,35.496,1
2022-03-07 04:00:00,6.6196,5.5888,0.0370888,24.71304,5.5296,27.03,1
2022-03-07 04:20:00,9.386,5.0898,0.020048,24.68268,24.064,39.27,1
2022-03-07 04:40:00,7.1136,5.6886,0.0471128,24.39932,30.72,14.076,1
2022-03-07 05:00:00,8.4968,5.1896,0.0170408,24.32848,14.0288,11.016,1
2022-03-07 05:20:00,8.892,5.7884,0.0170408,24.46004,17.408,14.076,1
2022-03-07 05:40:00,7.41,5.1896,0.0691656,24.58148,5.632,11.424,1
2022-03-07 06:00:00,6.422,5.1896,0.070168,24.6422,14.848,21.522,1
2022-03-07 06:20:00,7.8052,5.0898,0.0912184,24.75352,25.4976,35.496,1
2022-03-07 06:40:00,8.5956,5.2894,0.1182832,25.15832,14.6432,33.762,1
2022-03-07 07:00:00,8.7932,5.489,0.1012424,25.17856,16.1792,20.808,1
2022-03-07 07:20:00,9.1884,5.8882,0.020048,24.88508,4.1984,16.728,1
2022-03-07 07:40:00,6.8172,5.7884,0.0421008,25.42144,5.2224,37.944,1
2022-03-07 08:00:00,9.4848,5.489,0.0280672,25.48216,23.6544,11.118,1
2022-03-07 08:20:00,7.8052,5.0898,0.10024,25.76552,10.5472,13.056,1
2022-03-07 08:40:00,9.88,5.3892,0.0842016,25.79588,15.36,34.476,1
2022-03-07 09:00:00,9.1884,5.0898,0.1132712,25.87684,26.3168,17.952,1
2022-03-07 09:20:00,6.5208,5.7884,0.0982352,25.88696,4.9152,33.252,1
2022-03-07 09:40:00,7.0148,4.99,0.0872088,26.32212,1.2288,35.088,1
2022-03-07 10:00:00,9.4848,4.99,0.1012424,26.40308,24.6784,32.028,1
2022-03-07 10:20:00,9.88,5.8882,0.1072568,26.64596,25.1904,13.26,1
2022-03-07 10:40:00,8.0028,5.1896,0.020048,26.85848,0.2048,21.93,1
2022-03-07 11:00:00,7.3112,5.8882,0.0431032,26.95968,27.3408,29.886,1
2022-03-07 11:20:00,7.5088,5.2894,0.0340816,27.08112,19.456,33.864,1
2022-03-07 11:40:00,8.2004,5.1896,0.0160384,27.09124,30.3104,39.678,1
2022-03-07 12:00:00,6.7184,5.1896,0.07518,27.30376,3.584,14.484,1
2022-03-07 12:20:00,7.904,5.489,0.0821968,27.30376,14.848,27.03,1
2022-03-07 12:40:00,8.2004,5.0898,0.05012,27.97168,2.7648,30.09,1
2022-03-07 13:00:00,9.5836,5.988,0.0982352,28.09312,22.2208,40.188,1
2022-03-07 13:20:00,5.928,5.7884,0.0190456,28.09312,12.9024,22.236,1
2022-03-07 13:40:00,9.0896,5.489,0.0370888,30.32964,27.8528,15.81,1
2022-03-07 14:00:00,6.5208,5.1896,0.090216,30.16772,29.3888,12.138,1
2022-03-07 14:20:00,8.7932,5.988,0.105252,29.89448,22.528,13.974,1
2022-03-07 14:40:00,6.2244,5.2894,0.1142736,29.61112,8.2944,39.066,1
2022-03-07 15:00:00,7.3112,5.489,0.0170408,29.52004,4.5056,31.314,1
2022-03-07 15:20:00,8.9908,5.2894,0.0140336,29.3986,23.1424,15.198,1
2022-03-07 15:40:00,7.6076,5.489,0.0230552,29.21644,6.5536,28.05,1
2022-03-07 16:00:00,6.1256,5.2894,0.0140336,29.1962,27.4432,35.088,1
2022-03-07 16:20:00,7.7064,5.3892,0.0421008,29.13548,15.2576,14.484,1
2022-03-07 16:40:00,8.5956,5.8882,0.065156,28.92296,15.7696,24.888,1
2022-03-07 17:00:00,7.3112,5.0898,0.0671608,28.86224,1.6384,39.78,1
2022-03-07 17:20:00,6.7184,5.7884,0.0862064,28.60924,13.824,27.132,1
2022-03-07 17:40:00,6.5208,5.489,0.0541296,28.47768,23.9616,23.664,1
2022-03-07 18:00:00,6.1256,5.489,0.060144,28.31576,8.6016,23.664,1
2022-03-07 18:20:00,9.4848,5.2894,0.0892136,28.31576,4.4032,34.986,1
2022-03-07 18:40:00,7.3112,5.3892,0.0170408,28.20444,7.3728,13.872,1
2022-03-07 19:00:00,8.4968,5.7884,0.0992376,28.06276,13.0048,36.618,1
2022-03-07 19:20:00,6.2244,5.0898,0.1032472,28.01216,18.944,21.624,1
2022-03-07 19:40:00,7.0148,5.8882,0.0791896,28.00204,26.2144,20.502,1
2022-03-07 20:00:00,8.2004,5.1896,0.0290696,27.91096,29.7984,33.66,1
2022-03-07 20:20:00,7.41,5.988,0.060144,27.61748,27.136,39.474,1
2022-03-07 20:40:00,9.2872,5.2894,0.0661584,27.58712,24.8832,32.946,1
2022-03-07 21:00:00,8.5956,5.0898,0.1032472,27.55676,18.1248,38.25,1
2022-03-07 21:20:00,8.0028,5.489,0.0771848,27.11148,17.8176,31.11,1
2022-03-07 21:40:00,9.88,5.988,0.095228,27.04064,30.5152,14.994,1
2022-03-07 22:00:00,6.7184,5.5888,0.0220528,26.90908,26.4192,13.77,1
2022-03-07 22:20:00,6.422,5.988,0.065156,26.79776,23.3472,26.418,1
2022-03-07 22:40:00,8.1016,5.3892,0.0521248,26.57512,13.6192,12.24,1
2022-03-07 23:00:00,9.5836,5.0898,0.0912184,26.4638,10.9568,28.56,1
2022-03-07 23:20:00,6.5208,5.988,0.0521248,26.4638,4.1984,31.314,1
2022-03-07 23:40:00,6.422,5.5888,0.0421008,26.1602,9.0112,11.526,1
2022-03-08 00:00:00,9.2872,5.6886,0.0140336,26.99004,13.4144,30.294,1
2022-03-08 00:20:00,7.41,5.3892,0.0912184,26.99004,11.6736,30.192,1
2022-03-08 00:40:00,8.5956,5.7884,0.10024,26.87872,29.2864,11.934,1
2022-03-08 01:00:00,9.6824,5.489,0.030072,26.69656,3.584,28.356,1
2022-03-08 01:20:00,8.1016,5.6886,0.0942256,26.67632,30.5152,41.004,1
2022-03-08 01:40:00,7.8052,5.2894,0.0130312,26.4638,8.0896,33.558,1
2022-03-08 02:00:00,6.2244,4.99,0.1182832,26.45368,19.968,23.358,1
2022-03-08 02:20:00,8.4968,5.8882,0.0511224,26.29176,24.8832,27.132,1
2022-03-08 02:40:00,7.41,5.3892,0.0330792,26.25128,3.9936,16.83,1
2022-03-08 03:00:00,6.422,5.2894,0.030072,25.71492,7.3728,15.402,1
2022-03-08 03:20:00,8.2992,4.99,0.1112664,25.71492,24.6784,19.89,1
2022-03-08 03:40:00,8.892,5.489,0.0461104,25.34048,23.3472,23.562,1
2022-03-08 04:00:00,8.0028,5.8882,0.0942256,25.31012,17.408,38.862,1
2022-03-08 04:20:00,6.422,4.99,0.0982352,24.95592,19.7632,37.842,1
2022-03-08 04:40:00,9.2872,5.0898,0.0932232,24.92556,6.9632,31.008,1
2022-03-08 05:00:00,8.2004,5.2894,0.1122688,24.40944,29.5936,33.048,1
2022-03-08 05:20:00,8.892,5.5888,0.0130312,24.4398,29.7984,33.252,1
2022-03-08 05:40:00,9.0896,5.988,0.0140336,24.4904,12.8,17.952,1
2022-03-08 06:00:00,9.0896,5.2894,0.030072,24.73328,19.1488,12.24,1
2022-03-08 06:20:00,7.2124,5.5888,0.0290696,25.03688,3.3792,18.36,1
2022-03-08 06:40:00,9.2872,5.5888,0.0220528,25.22916,18.944,13.056,1
2022-03-08 07:00:00,6.2244,5.489,0.0771848,25.36072,1.7408,11.628,1
2022-03-08 07:20:00,7.8052,5.0898,0.0591416,25.31012,8.3968,36.516,1
2022-03-08 07:40:00,7.7064,4.99,0.0461104,25.4518,10.4448,10.914,1
2022-03-08 08:00:00,6.7184,5.2894,0.1022448,25.59348,0.512,30.396,1
2022-03-08 08:20:00,8.9908,5.489,0.1062544,25.79588,25.4976,25.398,1
2022-03-08 08:40:00,7.2124,5.988,0.080192,26.23104,5.5296,28.56,1
2022-03-08 09:00:00,7.5088,5.1896,0.0160384,26.28164,3.7888,28.662,1
2022-03-08 09:20:00,6.8172,5.988,0.0791896,26.4132,15.7696,10.914,1
2022-03-08 09:40:00,9.2872,5.3892,0.0140336,26.43344,19.1488,40.8,1
2022-03-08 10:00:00,6.7184,5.3892,0.0140336,27.09124,29.4912,29.682,1
2022-03-08 10:20:00,9.4848,5.7884,0.1042496,27.10136,16.896,27.03,1
2022-03-08 10:40:00,6.3232,5.7884,0.0922208,27.49604,1.7408,30.192,1
2022-03-08 11:00:00,8.9908,5.3892,0.1082592,27.58712,14.0288,13.77,1
2022-03-08 11:20:00,6.0268,5.489,0.055132,27.97168,1.536,27.336,1
2022-03-08 11:40:00,8.9908,5.6886,0.0691656,28.12348,2.2528,17.544,1
2022-03-08 12:00:00,6.916,5.8882,0.085204,28.20444,7.9872,34.68,1
2022-03-08 12:20:00,8.1016,5.988,0.0220528,28.32588,13.824,36.822,1
2022-03-08 12:40:00,8.2004,4.99,0.0120288,28.4878,11.6736,11.526,1
2022-03-08 13:00:00,7.6076,5.489,0.0831992,28.77116,17.8176,14.892,1
2022-03-08 13:20:00,7.0148,5.1896,0.0641536,28.96344,2.6624,11.934,1
2022-03-08 13:40:00,8.892,5.6886,0.0180432,30.17784,14.336,39.168,1
2022-03-08 14:00:00,9.6824,5.7884,0.0541296,30.03616,15.1552,10.914,1
2022-03-08 14:20:00,8.892,5.6886,0.0591416,29.98556,26.112,33.558,1
2022-03-08 14:40:00,8.7932,5.0898,0.0581392,29.91472,0.3072,36.924,1
2022-03-08 15:00:00,8.1016,5.3892,0.0421008,29.78316,29.4912,33.66,1
2022-03-08 15:20:00,9.386,5.7884,0.0180432,29.74268,12.0832,24.582,1
2022-03-08 15:40:00,9.1884,5.3892,0.0190456,29.72244,19.3536,13.872,1
2022-03-08 16:00:00,6.8172,5.7884,0.0731752,29.69208,1.3312,21.012,1
2022-03-08 16:20:00,7.1136,4.99,0.0581392,29.61112,26.8288,22.134,1
2022-03-08 16:40:00,9.1884,5.2894,0.065156,29.348,5.2224,33.762,1
2022-03-08 17:00:00,7.8052,5.2894,0.0721728,29.0444,4.3008,38.25,1
2022-03-08 17:20:00,9.7812,5.988,0.1012424,28.96344,24.4736,31.008,1
2022-03-08 17:40:00,9.4848,5.1896,0.1082592,28.78128,26.112,20.298,1
2022-03-08 18:00:00,7.5088,5.0898,0.0942256,28.66996,17.408,12.852,1
2022-03-08 18:20:00,8.4968,5.8882,0.0441056,28.589,2.1504,11.424,1
2022-03-08 18:40:00,7.1136,5.7884,0.1082592,28.5384,1.6384,13.464,1
2022-03-08 19:00:00,8.9908,5.8882,0.080192,28.31576,11.6736,16.83,1
2022-03-08 19:20:00,9.7812,5.6886,0.0410984,28.30564,2.2528,37.332,1
2022-03-08 19:40:00,8.0028,5.1896,0.0290696,27.80976,18.1248,34.272,1
2022-03-08 20:00:00,7.7064,5.988,0.0461104,27.78952,29.2864,36.414,1
2022-03-08 20:20:00,7.3112,5.7884,0.0962304,27.30376,16.1792,28.152,1
2022-03-08 20:40:00,6.916,5.5888,0.0771848,27.21268,1.3312,10.812,1
2022-03-08 21:00:00,5.928,5.6886,0.0521248,27.08112,26.8288,35.292,1
2022-03-08 21:20:00,8.4968,5.6886,0.0431032,26.97992,2.048,26.826,1
2022-03-08 21:40:00,8.7932,5.1896,0.0270648,26.52452,5.12,10.506,1
2022-03-08 22:00:00,9.88,5.6886,0.0661584,26.5144,4.8128,13.464,1
2022-03-08 22:20:00,6.5208,5.489,0.060144,26.50428,20.2752,21.42,1
2022-03-08 22:40:00,8.1016,5.2894,0.0410984,26.3626,20.8896,32.538,1
2022-03-08 23:00:00,8.398,5.8882,0.1172808,26.29176,14.848,15.402,1
2022-03-08 23:20:00,9.88,5.988,0.1122688,26.20068,22.3232,35.7,1
2022-03-08 23:40:00,8.6944,5.7884,0.105252,27.03052,4.3008,20.604,1
2022-03-09 00:00:00,7.6076,5.489,0.0711704,26.58524,14.0288,32.028,1
2022-03-09 00:20:00,9.1884,5.3892,0.0380912,26.40308,15.0528,22.44,1
2022-03-09 00:40:00,7.1136,5.3892,0.110264,26.30188,10.6496,10.914,1
2022-03-09 01:00:00,6.8172,5.1896,0.0511224,26.18044,5.0176,19.992,1
2022-03-09 01:20:00,9.7812,5.1896,0.0741776,26.0084,23.9616,32.946,1
2022-03-09 01:40:00,6.0268,5.988,0.080192,25.9578,10.8544,17.85,1
2022-03-09 02:00:00,6.8172,5.988,0.0661584,25.82624,28.3648,23.154,1
2022-03-09 02:20:00,6.3232,5.5888,0.1032472,25.36072,17.3056,25.296,1
2022-03-09 02:40:00,7.2124,5.8882,0.1062544,25.20892,25.4976,37.536,1
2022-03-09 03:00:00,9.7812,5.5888,0.05012,25.18868,10.0352,27.03,1
2022-03-09 03:20:00,9.5836,5.0898,0.0731752,24.9964,15.6672,26.01,1
2022-03-09 03:40:00,6.0268,4.99,0.0611464,24.95592,2.048,10.812,1
2022-03-09 04:00:00,6.3232,5.8882,0.0180432,24.8446,13.5168,37.74,1
2022-03-09 04:20:00,9.1884,5.6886,0.0390936,24.83448,5.4272,24.684,1
2022-03-09 04:40:00,6.422,5.3892,0.0992376,24.46004,27.136,27.132,1
2022-03-09 05:00:00,8.5956,5.988,0.0310744,24.288,29.0816,38.76,1
2022-03-09 05:20:00,7.0148,5.1896,0.0621488,24.96604,0.2048,27.438,1
2022-03-09 05:40:00,8.1016,5.489,0.080192,25.00652,14.9504,33.354,1
2022-03-09 06:00:00,6.1256,5.7884,0.10024,25.36072,8.8064,33.762,1
2022-03-09 06:20:00,9.7812,5.1896,0.05012,25.54288,15.7696,20.706,1
2022-03-09 06:40:00,8.892,5.2894,0.0711704,25.54288,28.9792,32.13,1
2022-03-09 07:00:00,7.5088,5.489,0.1062544,26.059,17.6128,23.46,1
2022-03-09 07:20:00,6.422,5.8882,0.105252,25.87684,15.2576,14.28,1
2022-03-09 07:40:00,6.1256,5.1896,0.070168,25.9072,26.5216,29.172,1
2022-03-09 08:00:00,8.892,4.99,0.0330792,26.60548,23.3472,10.812,1
2022-03-09 08:20:00,8.5956,5.1896,0.090216,26.64596,7.8848,23.154,1
2022-03-09 08:40:00,6.8172,5.489,0.0240576,26.75728,29.0816,23.766,1
2022-03-09 09:00:00,6.3232,5.3892,0.0571368,26.85848,10.24,11.322,1
2022-03-09 09:20:00,9.88,5.988,0.115276,27.05076,2.4576,15.708,1
2022-03-09 09:40:00,6.1256,5.1896,0.105252,27.39484,28.16,10.404,1
2022-03-09 10:00:00,6.0268,5.489,0.0431032,27.46568,29.696,29.886,1
2022-03-09 10:20:00,8.2992,5.7884,0.055132,27.73892,3.072,20.094,1
2022-03-09 10:40:00,8.7932,5.7884,0.0721728,27.7794,28.7744,11.118,1
2022-03-09 11:00:00,7.41,5.8882,0.060144,28.2854,28.672,34.68,1
2022-03-09 11:20:00,7.5088,5.3892,0.0531272,28.50804,17.5104,14.586,1
2022-03-09 11:40:00,6.8172,5.489,0.0932232,28.5384,11.4688,39.168,1
2022-03-09 12:00:00,9.2872,5.6886,0.1082592,29.42896,5.9392,24.684,1
2022-03-09 12:20:00,6.5208,5.988,0.010024,29.73256,18.432,33.558,1
2022-03-09 12:40:00,7.3112,5.0898,0.0741776,29.88436,13.1072,34.272,1
2022-03-09 13:00:00,8.7932,5.489,0.060144,29.93496,29.0816,28.764,1
2022-03-09 13:20:00,9.88,5.988,0.0821968,30.03616,22.9376,22.338,1
2022-03-09 13:40:00,6.7184,5.1896,0.0611464,29.91472,11.1616,21.318,1
2022-03-09 14:00:00,7.2124,5.988,0.0230552,29.86412,25.1904,10.506,1
2022-03-09 14:20:00,9.0896,5.489,0.0581392,29.7528,25.3952,21.114,1
2022-03-09 14:40:00,7.8052,5.7884,0.0240576,29.74268,13.5168,19.482,1
2022-03-09 15:00:00,6.0268,4.99,0.0260624,29.64148,7.5776,17.85,1
2022-03-09 15:20:00,7.904,5.3892,0.1192856,29.62124,14.0288,23.154,1
2022-03-09 15:40:00,6.7184,5.3892,0.0641536,29.62124,4.5056,32.64,1
