NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,datetime,feed_window
8.192,5.489,0.060144,28.87236,8.1016,13.77,2022-03-04 15:20:00,1
24.1664,5.2894,0.0170408,28.82176,7.8052,25.806,2022-03-04 15:40:00,1
18.3296,5.988,0.035084,28.62948,6.422,32.538,2022-03-04 16:20:00,2
24.9856,5.5888,0.110264,27.9312,7.1136,22.542,2022-03-04 17:00:00,2
19.0464,5.8882,0.095228,27.84012,5.928,38.76,2022-03-04 17:40:00,2
24.8832,5.8882,0.070168,27.78952,9.88,34.782,2022-03-04 18:00:00,1
27.7504,5.3892,0.045108,27.73892,7.2124,11.424,2022-03-04 18:20:00,2
17.6128,5.0898,0.0982352,27.49604,7.6076,30.804,2022-03-04 18:40:00,1
17.1008,5.2894,0.0130312,27.33412,5.928,30.906,2022-03-04 19:20:00,2
18.7392,5.7884,0.0962304,27.1722,9.0896,37.842,2022-03-04 19:40:00,1
4.608,5.988,0.0661584,26.92932,7.2124,29.988,2022-03-04 20:20:00,2
2.56,5.0898,0.0942256,26.7674,6.422,26.724,2022-03-04 21:00:00,2
25.1904,5.8882,0.0441056,26.68644,7.7064,37.332,2022-03-04 21:20:00,1
4.4032,4.99,0.0130312,26.63584,9.1884,29.07,2022-03-04 21:40:00,1
28.5696,5.3892,0.0872088,26.29176,9.7812,20.604,2022-03-04 22:00:00,1
4.096,5.988,0.1032472,26.2108,9.4848,11.22,2022-03-04 22:40:00,1
6.7584,5.2894,0.0471128,26.07924,9.5836,13.872,2022-03-04 23:00:00,1
18.1248,5.1896,0.105252,26.28164,5.928,26.112,2022-03-05 00:20:00,2
29.696,5.1896,0.0310744,25.9072,6.916,23.766,2022-03-05 00:40:00,2
26.0096,5.8882,0.0110264,25.9072,7.3112,26.52,2022-03-05 01:00:00,1
22.6304,5.6886,0.0992376,25.8566,9.1884,36.108,2022-03-05 01:20:00,1
11.6736,5.8882,0.10024,25.83636,7.7064,18.36,2022-03-05 01:40:00,1
17.3056,5.0898,0.0591416,25.26964,7.904,25.806,2022-03-05 02:20:00,1
17.2032,5.8882,0.1162784,25.12796,6.916,36.312,2022-03-05 02:40:00,2
16.2816,5.0898,0.0862064,24.91544,6.1256,12.24,2022-03-05 03:00:00,2
22.9376,5.8882,0.0441056,24.86484,9.4848,40.8,2022-03-05 04:00:00,1
18.944,5.2894,0.0330792,24.47016,5.928,11.628,2022-03-05 04:40:00,2
17.6128,5.2894,0.0120288,24.3386,8.0028,16.014,2022-03-05 05:00:00,1
0.9216,5.8882,0.0240576,24.36896,7.2124,26.622,2022-03-05 05:20:00,2
10.4448,5.988,0.0240576,24.37908,8.892,34.068,2022-03-05 05:40:00,1
1.7408,5.6886,0.0471128,24.5916,9.2872,17.034,2022-03-05 06:00:00,1
28.7744,5.5888,0.0280672,24.8952,6.2244,16.728,2022-03-05 06:20:00,2
27.5456,4.99,0.030072,25.67444,8.2992,34.068,2022-03-05 07:20:00,1
16.6912,5.5888,0.055132,25.73516,6.7184,26.622,2022-03-05 07:40:00,2
22.3232,5.0898,0.045108,26.0084,7.41,34.782,2022-03-05 08:00:00,1
21.8112,5.2894,0.0831992,26.3626,9.88,36.618,2022-03-05 09:00:00,1
2.2528,5.0898,0.1182832,26.40308,8.5956,34.374,2022-03-05 09:20:00,1
26.8288,5.0898,0.0511224,27.25316,5.928,11.322,2022-03-05 10:00:00,2
24.9856,5.6886,0.0661584,27.45556,8.9908,38.352,2022-03-05 10:20:00,1
8.704,5.0898,0.015036,28.16396,7.7064,10.608,2022-03-05 11:20:00,1
0.512,4.99,0.0461104,28.46756,8.398,27.642,2022-03-05 12:00:00,1
3.584,5.0898,0.0882112,28.80152,9.2872,34.17,2022-03-05 12:20:00,1
3.4816,5.988,0.0862064,28.90272,9.88,40.596,2022-03-05 12:40:00,1
8.0896,5.988,0.0421008,29.28728,6.2244,25.194,2022-03-05 13:20:00,2
6.3488,5.6886,0.0471128,30.19808,8.1016,22.848,2022-03-05 13:40:00,1
26.112,5.8882,0.0892136,30.08676,6.2244,40.902,2022-03-05 14:00:00,2
12.1856,4.99,0.0982352,29.94508,9.2872,15.708,2022-03-05 14:40:00,1
0.7168,5.2894,0.055132,29.69208,9.386,16.932,2022-03-05 15:00:00,1
19.5584,5.7884,0.0791896,29.3986,9.2872,18.972,2022-03-05 15:20:00,1
19.6608,4.99,0.1042496,29.3986,7.7064,25.5,2022-03-05 15:40:00,1
4.9152,5.3892,0.0511224,29.32776,6.1256,23.664,2022-03-05 16:20:00,2
12.9024,5.1896,0.0370888,29.2974,8.0028,15.504,2022-03-05 17:00:00,1
28.5696,5.2894,0.0370888,28.78128,7.3112,16.728,2022-03-05 17:20:00,1
6.5536,5.2894,0.0511224,28.70032,6.8172,16.83,2022-03-05 17:40:00,2
22.3232,5.1896,0.0471128,28.66996,6.8172,29.274,2022-03-05 18:00:00,2
5.12,5.489,0.055132,28.56876,7.8052,40.086,2022-03-05 18:20:00,1
1.8432,4.99,0.0811944,28.24492,8.9908,32.64,2022-03-05 19:00:00,1
25.6,4.99,0.1122688,28.19432,6.0268,18.564,2022-03-05 19:20:00,2
5.7344,5.988,0.0982352,27.9818,7.2124,33.252,2022-03-05 20:20:00,2
18.0224,5.2894,0.070168,27.9312,9.386,17.748,2022-03-05 20:40:00,1
24.8832,5.0898,0.1132712,27.78952,6.5208,34.476,2022-03-05 21:40:00,2
5.9392,5.3892,0.0741776,27.6782,9.1884,32.844,2022-03-05 22:00:00,1
5.0176,5.6886,0.010024,27.63772,7.41,39.27,2022-03-05 22:20:00,1
1.2288,5.7884,0.0962304,27.04064,8.398,28.356,2022-03-05 23:20:00,1
25.4976,4.99,0.0781872,26.42332,6.5208,31.212,2022-03-05 23:40:00,2
5.7344,4.99,0.0922208,26.37272,6.6196,37.74,2022-03-06 00:00:00,2
2.6624,5.8882,0.0821968,26.3626,8.1016,36.21,2022-03-06 00:20:00,1
9.8304,5.988,0.0831992,26.03876,7.6076,34.578,2022-03-06 01:00:00,1
24.576,5.489,0.0410984,25.77564,7.5088,24.582,2022-03-06 01:20:00,1
23.04,5.2894,0.0711704,24.8952,8.9908,16.83,2022-03-06 03:00:00,1
22.2208,5.8882,0.0280672,24.83448,8.7932,16.932,2022-03-06 04:00:00,1
16.6912,4.99,0.0160384,24.62196,8.2992,32.232,2022-03-06 04:40:00,1
26.112,5.0898,0.045108,24.37908,7.904,21.624,2022-03-06 05:20:00,1
4.608,5.2894,0.0180432,24.39932,9.0896,38.556,2022-03-06 05:40:00,1
24.4736,5.2894,0.0220528,24.4398,8.6944,19.89,2022-03-06 06:00:00,1
14.6432,5.1896,0.0260624,24.66244,7.1136,38.25,2022-03-06 06:20:00,2
5.4272,5.1896,0.0431032,24.77376,8.7932,17.442,2022-03-06 06:40:00,1
17.3056,5.489,0.0270648,25.49228,7.904,39.78,2022-03-06 07:20:00,1
6.144,5.0898,0.1182832,25.553,8.398,36.21,2022-03-06 07:40:00,1
28.16,4.99,0.0591416,25.77564,6.8172,31.824,2022-03-06 08:00:00,2
12.9024,5.8882,0.0781872,25.88696,6.1256,22.95,2022-03-06 08:20:00,2
17.3056,4.99,0.0791896,25.92744,7.41,24.174,2022-03-06 08:40:00,1
28.5696,5.6886,0.0821968,25.96792,7.6076,36.618,2022-03-06 09:00:00,1
30.5152,5.988,0.0711704,26.09948,8.7932,21.42,2022-03-06 09:20:00,1
11.6736,5.8882,0.0761824,26.23104,9.0896,27.948,2022-03-06 09:40:00,1
17.408,5.6886,0.065156,26.69656,6.5208,38.046,2022-03-06 10:40:00,2
13.6192,5.7884,0.0591416,27.56688,7.2124,27.948,2022-03-06 11:20:00,2
28.16,5.7884,0.0912184,27.59724,6.2244,33.354,2022-03-06 11:40:00,2
5.5296,5.7884,0.0360864,30.02604,7.8052,12.954,2022-03-06 13:40:00,1
30.4128,5.0898,0.065156,29.30752,9.1884,24.99,2022-03-06 15:40:00,1
17.8176,5.489,0.090216,29.23668,5.928,35.904,2022-03-06 16:00:00,2
3.072,5.1896,0.0240576,29.22656,8.0028,21.216,2022-03-06 16:20:00,1
17.92,5.988,0.0461104,29.095,8.892,33.252,2022-03-06 16:40:00,1
10.3424,5.6886,0.0310744,28.91284,6.7184,22.848,2022-03-06 17:00:00,2
22.528,5.6886,0.0110264,28.71044,7.3112,35.598,2022-03-06 17:40:00,1
6.7584,5.5888,0.0541296,28.4878,7.904,23.868,2022-03-06 18:00:00,1
9.216,5.489,0.0641536,28.17408,8.5956,15.708,2022-03-06 18:20:00,1
0.6144,5.1896,0.0170408,27.80976,8.4968,15.504,2022-03-06 19:20:00,1
7.9872,5.8882,0.0711704,27.7794,8.1016,31.314,2022-03-06 19:40:00,1
14.848,5.7884,0.065156,27.71868,7.3112,33.048,2022-03-06 20:20:00,1
27.4432,5.5888,0.0180432,27.70856,6.2244,36.924,2022-03-06 20:40:00,2
1.6384,5.6886,0.0461104,27.63772,6.2244,27.03,2022-03-06 21:00:00,2
30.208,5.988,0.0862064,27.2734,7.5088,15.402,2022-03-06 21:40:00,1
10.0352,5.3892,0.070168,27.01028,8.0028,18.87,2022-03-06 22:00:00,1
5.7344,5.7884,0.0571368,26.90908,8.6944,34.17,2022-03-06 22:20:00,1
5.0176,5.7884,0.0811944,26.87872,6.7184,35.802,2022-03-06 22:40:00,2
10.0352,5.8882,0.0791896,26.65608,7.7064,36.618,2022-03-06 23:20:00,1
20.1728,5.8882,0.1022448,26.13996,9.6824,36.006,2022-03-07 00:00:00,1
29.696,5.2894,0.085204,25.93756,7.3112,12.546,2022-03-07 00:20:00,1
23.7568,5.3892,0.0962304,25.68456,7.2124,15.402,2022-03-07 01:00:00,2
30.0032,5.6886,0.055132,25.15832,8.0028,10.404,2022-03-07 02:00:00,1
13.9264,5.7884,0.0711704,25.0976,6.0268,39.576,2022-03-07 02:20:00,2
24.7808,5.5888,0.0541296,25.05712,9.0896,15.402,2022-03-07 02:40:00,1
0.9216,5.3892,0.02506,25.03688,7.3112,22.746,2022-03-07 03:00:00,1
12.5952,5.8882,0.0631512,24.96604,6.1256,34.272,2022-03-07 03:20:00,2
2.8672,5.5888,0.1022448,24.78388,9.88,35.496,2022-03-07 03:40:00,1
30.72,5.6886,0.0471128,24.39932,7.1136,14.076,2022-03-07 04:40:00,2
17.408,5.7884,0.0170408,24.46004,8.892,14.076,2022-03-07 05:20:00,1
14.848,5.1896,0.070168,24.6422,6.422,21.522,2022-03-07 06:00:00,2
25.4976,5.0898,0.0912184,24.75352,7.8052,35.496,2022-03-07 06:20:00,1
16.1792,5.489,0.1012424,25.17856,8.7932,20.808,2022-03-07 07:00:00,1
4.1984,5.8882,0.020048,24.88508,9.1884,16.728,2022-03-07 07:20:00,1
23.6544,5.489,0.0280672,25.48216,9.4848,11.118,2022-03-07 08:00:00,1
10.5472,5.0898,0.10024,25.76552,7.8052,13.056,2022-03-07 08:20:00,1
15.36,5.3892,0.0842016,25.79588,9.88,34.476,2022-03-07 08:40:00,1
26.3168,5.0898,0.1132712,25.87684,9.1884,17.952,2022-03-07 09:00:00,1
4.9152,5.7884,0.0982352,25.88696,6.5208,33.252,2022-03-07 09:20:00,2
24.6784,4.99,0.1012424,26.40308,9.4848,32.028,2022-03-07 10:00:00,1
25.1904,5.8882,0.1072568,26.64596,9.88,13.26,2022-03-07 10:20:00,1
0.2048,5.1896,0.020048,26.85848,8.0028,21.93,2022-03-07 10:40:00,1
27.3408,5.8882,0.0431032,26.95968,7.3112,29.886,2022-03-07 11:00:00,1
30.3104,5.1896,0.0160384,27.09124,8.2004,39.678,2022-03-07 11:40:00,1
3.584,5.1896,0.07518,27.30376,6.7184,14.484,2022-03-07 12:00:00,2
27.8528,5.489,0.0370888,30.32964,9.0896,15.81,2022-03-07 13:40:00,1
29.3888,5.1896,0.090216,30.16772,6.5208,12.138,2022-03-07 14:00:00,2
8.2944,5.2894,0.1142736,29.61112,6.2244,39.066,2022-03-07 14:40:00,2
4.5056,5.489,0.0170408,29.52004,7.3112,31.314,2022-03-07 15:00:00,1
23.1424,5.2894,0.0140336,29.3986,8.9908,15.198,2022-03-07 15:20:00,1
6.5536,5.489,0.0230552,29.21644,7.6076,28.05,2022-03-07 15:40:00,1
27.4432,5.2894,0.0140336,29.1962,6.1256,35.088,2022-03-07 16:00:00,2
15.7696,5.8882,0.065156,28.92296,8.5956,24.888,2022-03-07 16:40:00,1
1.6384,5.0898,0.0671608,28.86224,7.3112,39.78,2022-03-07 17:00:00,1
13.824,5.7884,0.0862064,28.60924,6.7184,27.132,2022-03-07 17:20:00,2
23.9616,5.489,0.0541296,28.47768,6.5208,23.664,2022-03-07 17:40:00,2
8.6016,5.489,0.060144,28.31576,6.1256,23.664,2022-03-07 18:00:00,2
7.3728,5.3892,0.0170408,28.20444,7.3112,13.872,2022-03-07 18:40:00,1
13.0048,5.7884,0.0992376,28.06276,8.4968,36.618,2022-03-07 19:00:00,1
18.944,5.0898,0.1032472,28.01216,6.2244,21.624,2022-03-07 19:20:00,2
29.7984,5.1896,0.0290696,27.91096,8.2004,33.66,2022-03-07 20:00:00,1
27.136,5.988,0.060144,27.61748,7.41,39.474,2022-03-07 20:20:00,1
24.8832,5.2894,0.0661584,27.58712,9.2872,32.946,2022-03-07 20:40:00,1
18.1248,5.0898,0.1032472,27.55676,8.5956,38.25,2022-03-07 21:00:00,1
26.4192,5.5888,0.0220528,26.90908,6.7184,13.77,2022-03-07 22:00:00,2
23.3472,5.988,0.065156,26.79776,6.422,26.418,2022-03-07 22:20:00,2
10.9568,5.0898,0.0912184,26.4638,9.5836,28.56,2022-03-07 23:00:00,1
4.1984,5.988,0.0521248,26.4638,6.5208,31.314,2022-03-07 23:20:00,2
9.0112,5.5888,0.0421008,26.1602,6.422,11.526,2022-03-07 23:40:00,2
11.6736,5.3892,0.0912184,26.99004,7.41,30.192,2022-03-08 00:20:00,1
29.2864,5.7884,0.10024,26.87872,8.5956,11.934,2022-03-08 00:40:00,1
3.584,5.489,0.030072,26.69656,9.6824,28.356,2022-03-08 01:00:00,1
30.5152,5.6886,0.0942256,26.67632,8.1016,41.004,2022-03-08 01:20:00,1
8.0896,5.2894,0.0130312,26.4638,7.8052,33.558,2022-03-08 01:40:00,1
3.9936,5.3892,0.0330792,26.25128,7.41,16.83,2022-03-08 02:40:00,1
7.3728,5.2894,0.030072,25.71492,6.422,15.402,2022-03-08 03:00:00,2
24.6784,4.99,0.1112664,25.71492,8.2992,19.89,2022-03-08 03:20:00,1
19.7632,4.99,0.0982352,24.95592,6.422,37.842,2022-03-08 04:20:00,2
29.5936,5.2894,0.1122688,24.40944,8.2004,33.048,2022-03-08 05:00:00,1
12.8,5.988,0.0140336,24.4904,9.0896,17.952,2022-03-08 05:40:00,1
3.3792,5.5888,0.0290696,25.03688,7.2124,18.36,2022-03-08 06:20:00,2
18.944,5.5888,0.0220528,25.22916,9.2872,13.056,2022-03-08 06:40:00,1
8.3968,5.0898,0.0591416,25.31012,7.8052,36.516,2022-03-08 07:20:00,1
5.5296,5.988,0.080192,26.23104,7.2124,28.56,2022-03-08 08:40:00,2
3.7888,5.1896,0.0160384,26.28164,7.5088,28.662,2022-03-08 09:00:00,1
15.7696,5.988,0.0791896,26.4132,6.8172,10.914,2022-03-08 09:20:00,2
19.1488,5.3892,0.0140336,26.43344,9.2872,40.8,2022-03-08 09:40:00,1
29.4912,5.3892,0.0140336,27.09124,6.7184,29.682,2022-03-08 10:00:00,2
16.896,5.7884,0.1042496,27.10136,9.4848,27.03,2022-03-08 10:20:00,1
1.7408,5.7884,0.0922208,27.49604,6.3232,30.192,2022-03-08 10:40:00,2
14.0288,5.3892,0.1082592,27.58712,8.9908,13.77,2022-03-08 11:00:00,1
1.536,5.489,0.055132,27.97168,6.0268,27.336,2022-03-08 11:20:00,2
2.2528,5.6886,0.0691656,28.12348,8.9908,17.544,2022-03-08 11:40:00,1
7.9872,5.8882,0.085204,28.20444,6.916,34.68,2022-03-08 12:00:00,2
13.824,5.988,0.0220528,28.32588,8.1016,36.822,2022-03-08 12:20:00,1
17.8176,5.489,0.0831992,28.77116,7.6076,14.892,2022-03-08 13:00:00,1
2.6624,5.1896,0.0641536,28.96344,7.0148,11.934,2022-03-08 13:20:00,2
14.336,5.6886,0.0180432,30.17784,8.892,39.168,2022-03-08 13:40:00,1
26.112,5.6886,0.0591416,29.98556,8.892,33.558,2022-03-08 14:20:00,1
0.3072,5.0898,0.0581392,29.91472,8.7932,36.924,2022-03-08 14:40:00,1
29.4912,5.3892,0.0421008,29.78316,8.1016,33.66,2022-03-08 15:00:00,1
19.3536,5.3892,0.0190456,29.72244,9.1884,13.872,2022-03-08 15:40:00,1
1.3312,5.7884,0.0731752,29.69208,6.8172,21.012,2022-03-08 16:00:00,2
5.2224,5.2894,0.065156,29.348,9.1884,33.762,2022-03-08 16:40:00,1
4.3008,5.2894,0.0721728,29.0444,7.8052,38.25,2022-03-08 17:00:00,1
26.112,5.1896,0.1082592,28.78128,9.4848,20.298,2022-03-08 17:40:00,1
2.2528,5.6886,0.0410984,28.30564,9.7812,37.332,2022-03-08 19:20:00,1
18.1248,5.1896,0.0290696,27.80976,8.0028,34.272,2022-03-08 19:40:00,1
16.1792,5.7884,0.0962304,27.30376,7.3112,28.152,2022-03-08 20:20:00,1
1.3312,5.5888,0.0771848,27.21268,6.916,10.812,2022-03-08 20:40:00,2
5.12,5.1896,0.0270648,26.52452,8.7932,10.506,2022-03-08 21:40:00,1
20.2752,5.489,0.060144,26.50428,6.5208,21.42,2022-03-08 22:20:00,2
14.848,5.8882,0.1172808,26.29176,8.398,15.402,2022-03-08 23:00:00,1
22.3232,5.988,0.1122688,26.20068,9.88,35.7,2022-03-08 23:20:00,1
15.0528,5.3892,0.0380912,26.40308,9.1884,22.44,2022-03-09 00:20:00,1
10.6496,5.3892,0.110264,26.30188,7.1136,10.914,2022-03-09 00:40:00,2
5.0176,5.1896,0.0511224,26.18044,6.8172,19.992,2022-03-09 01:00:00,2
23.9616,5.1896,0.0741776,26.0084,9.7812,32.946,2022-03-09 01:20:00,1
10.8544,5.988,0.080192,25.9578,6.0268,17.85,2022-03-09 01:40:00,2
17.3056,5.5888,0.1032472,25.36072,6.3232,25.296,2022-03-09 02:20:00,2
10.0352,5.5888,0.05012,25.18868,9.7812,27.03,2022-03-09 03:00:00,1
15.6672,5.0898,0.0731752,24.9964,9.5836,26.01,2022-03-09 03:20:00,1
2.048,4.99,0.0611464,24.95592,6.0268,10.812,2022-03-09 03:40:00,2
13.5168,5.8882,0.0180432,24.8446,6.3232,37.74,2022-03-09 04:00:00,2
27.136,5.3892,0.0992376,24.46004,6.422,27.132,2022-03-09 04:40:00,2
29.0816,5.988,0.0310744,24.288,8.5956,38.76,2022-03-09 05:00:00,1
0.2048,5.1896,0.0621488,24.96604,7.0148,27.438,2022-03-09 05:20:00,2
14.9504,5.489,0.080192,25.00652,8.1016,33.354,2022-03-09 05:40:00,1
8.8064,5.7884,0.10024,25.36072,6.1256,33.762,2022-03-09 06:00:00,2
15.7696,5.1896,0.05012,25.54288,9.7812,20.706,2022-03-09 06:20:00,1
17.6128,5.489,0.1062544,26.059,7.5088,23.46,2022-03-09 07:00:00,1
15.2576,5.8882,0.105252,25.87684,6.422,14.28,2022-03-09 07:20:00,2
26.5216,5.1896,0.070168,25.9072,6.1256,29.172,2022-03-09 07:40:00,2
23.3472,4.99,0.0330792,26.60548,8.892,10.812,2022-03-09 08:00:00,1
7.8848,5.1896,0.090216,26.64596,8.5956,23.154,2022-03-09 08:20:00,1
28.16,5.1896,0.105252,27.39484,6.1256,10.404,2022-03-09 09:40:00,2
3.072,5.7884,0.055132,27.73892,8.2992,20.094,2022-03-09 10:20:00,1
28.7744,5.7884,0.0721728,27.7794,8.7932,11.118,2022-03-09 10:40:00,1
28.672,5.8882,0.060144,28.2854,7.41,34.68,2022-03-09 11:00:00,1
11.4688,5.489,0.0932232,28.5384,6.8172,39.168,2022-03-09 11:40:00,2
5.9392,5.6886,0.1082592,29.42896,9.2872,24.684,2022-03-09 12:00:00,1
18.432,5.988,0.010024,29.73256,6.5208,33.558,2022-03-09 12:20:00,2
13.1072,5.0898,0.0741776,29.88436,7.3112,34.272,2022-03-09 12:40:00,1
29.0816,5.489,0.060144,29.93496,8.7932,28.764,2022-03-09 13:00:00,1
22.9376,5.988,0.0821968,30.03616,9.88,22.338,2022-03-09 13:20:00,1
11.1616,5.1896,0.0611464,29.91472,6.7184,21.318,2022-03-09 13:40:00,2
7.5776,4.99,0.0260624,29.64148,6.0268,17.85,2022-03-09 15:00:00,2
4.4032,5.1896,0.1112664,29.37836,8.2004,28.254,2022-03-09 16:00:00,1
23.6544,5.489,0.0260624,29.33788,8.398,23.154,2022-03-09 16:20:00,1
23.552,5.7884,0.0130312,28.92296,8.6944,13.974,2022-03-09 16:40:00,1
2.56,5.489,0.0310744,28.8926,6.916,30.702,2022-03-09 17:00:00,2
27.4432,5.2894,0.070168,28.7914,9.7812,17.544,2022-03-09 17:20:00,1
17.5104,5.6886,0.02506,28.78128,6.0268,13.77,2022-03-09 17:40:00,2
10.1376,5.6886,0.070168,28.61936,8.7932,27.54,2022-03-09 18:00:00,1
14.848,5.7884,0.0120288,28.19432,7.41,17.748,2022-03-09 19:20:00,1
23.04,5.3892,0.1112664,28.0324,9.5836,19.992,2022-03-09 19:40:00,1
28.0576,5.5888,0.0661584,27.94132,7.3112,18.768,2022-03-09 20:00:00,1
25.8048,5.988,0.1112664,27.41508,6.422,23.46,2022-03-09 20:40:00,2
17.2032,5.988,0.0180432,27.1722,8.6944,40.086,2022-03-09 22:00:00,1
2.56,5.5888,0.0842016,27.15196,6.0268,26.214,2022-03-09 22:20:00,2
7.2704,5.3892,0.0390936,27.11148,9.0896,24.684,2022-03-09 22:40:00,1
0.4096,5.5888,0.0942256,27.06088,8.6944,35.598,2022-03-09 23:20:00,1
19.6608,5.489,0.0611464,26.13996,7.41,25.296,2022-03-10 00:00:00,1
15.872,5.5888,0.0270648,26.02864,6.0268,27.438,2022-03-10 00:20:00,2
7.5776,5.1896,0.0711704,25.806,8.0028,24.888,2022-03-10 00:40:00,1
26.0096,5.988,0.0811944,25.806,6.2244,40.392,2022-03-10 01:00:00,2
3.2768,5.988,0.035084,25.73516,9.6824,40.392,2022-03-10 01:40:00,1
23.1424,5.6886,0.0370888,25.72504,9.2872,29.682,2022-03-10 02:00:00,1
14.6432,4.99,0.0330792,25.68456,8.5956,19.38,2022-03-10 02:20:00,1
20.992,5.2894,0.055132,25.05712,7.41,41.004,2022-03-10 02:40:00,1
1.2288,5.3892,0.095228,24.90532,8.4968,12.138,2022-03-10 03:00:00,1
15.9744,5.0898,0.0240576,24.83448,8.398,18.768,2022-03-10 03:20:00,1
14.2336,5.3892,0.1172808,24.6928,8.2004,11.016,2022-03-10 04:00:00,1
3.2768,5.489,0.0731752,24.63208,6.0268,30.804,2022-03-10 04:20:00,2
5.9392,5.489,0.0471128,24.62196,7.3112,12.138,2022-03-10 05:00:00,1
18.0224,5.1896,0.045108,25.11784,6.1256,32.538,2022-03-10 05:20:00,2
25.9072,5.8882,0.0982352,25.33036,9.1884,12.954,2022-03-10 05:40:00,1
22.1184,5.3892,0.070168,26.33224,6.7184,18.258,2022-03-10 06:20:00,2
20.48,4.99,0.1112664,26.50428,9.386,39.678,2022-03-10 07:00:00,1
2.6624,5.5888,0.02506,26.55488,5.928,32.028,2022-03-10 07:40:00,2
19.7632,5.8882,0.110264,26.68644,7.7064,28.356,2022-03-10 08:00:00,1
7.7824,5.1896,0.0130312,26.70668,7.7064,17.544,2022-03-10 08:20:00,1
20.992,5.988,0.020048,27.14184,9.0896,37.332,2022-03-10 09:00:00,1
15.2576,5.8882,0.035084,27.44544,8.398,32.538,2022-03-10 09:40:00,1
9.3184,5.5888,0.0681632,27.91096,6.5208,16.728,2022-03-10 10:00:00,2
11.3664,5.988,0.0320768,28.12348,6.6196,26.928,2022-03-10 10:20:00,2
10.9568,5.2894,0.010024,28.1336,9.7812,13.566,2022-03-10 10:40:00,1
18.5344,5.8882,0.0641536,29.00392,6.916,14.688,2022-03-10 11:20:00,2
29.184,5.6886,0.0711704,29.22656,8.1016,31.008,2022-03-10 11:40:00,1
11.776,5.489,0.0842016,29.2468,8.7932,31.722,2022-03-10 12:00:00,1
11.264,5.3892,0.0561344,30.34988,7.7064,23.052,2022-03-10 13:20:00,1
21.1968,5.6886,0.0190456,30.21832,7.8052,11.322,2022-03-10 13:40:00,1
4.7104,5.1896,0.0290696,30.21832,6.1256,17.136,2022-03-10 14:00:00,2
22.016,5.6886,0.0791896,29.8034,8.9908,39.168,2022-03-10 15:00:00,1
15.872,5.0898,0.0821968,29.79328,6.2244,35.088,2022-03-10 15:20:00,2
23.7568,4.99,0.0882112,29.71232,7.2124,15.504,2022-03-10 15:40:00,2
13.7216,5.2894,0.0882112,29.7022,6.3232,40.086,2022-03-10 16:00:00,2
19.8656,4.99,0.0761824,29.1962,5.928,19.788,2022-03-10 17:00:00,2
14.0288,5.8882,0.1192856,29.18608,9.6824,40.8,2022-03-10 17:20:00,1
14.6432,5.5888,0.1162784,29.00392,6.2244,40.8,2022-03-10 18:20:00,2
17.6128,5.8882,0.0831992,28.49792,7.8052,26.52,2022-03-10 19:20:00,1
11.3664,5.988,0.0170408,27.9312,7.8052,34.272,2022-03-10 19:40:00,1
3.8912,5.0898,0.0671608,27.71868,8.9908,22.032,2022-03-10 20:20:00,1
27.7504,5.6886,0.0771848,27.51628,7.6076,15.096,2022-03-10 20:40:00,1
14.4384,5.8882,0.1182832,27.50616,8.5956,40.902,2022-03-10 21:00:00,1
14.0288,5.5888,0.0922208,27.46568,9.2872,13.056,2022-03-10 21:20:00,1
7.68,5.1896,0.0431032,27.44544,7.41,17.238,2022-03-10 21:40:00,1
29.3888,5.3892,0.020048,27.29364,8.7932,10.608,2022-03-10 22:00:00,1
4.096,5.7884,0.080192,26.7674,6.3232,39.984,2022-03-10 23:00:00,2
9.728,4.99,0.0741776,26.72692,7.6076,26.418,2022-03-10 23:20:00,1
30.0032,5.5888,0.0120288,25.91732,5.928,11.628,2022-03-11 00:00:00,2
13.824,4.99,0.0180432,25.87684,9.1884,22.95,2022-03-11 00:20:00,1
19.3536,5.988,0.0240576,25.86672,7.7064,22.746,2022-03-11 00:40:00,1
3.1744,5.8882,0.0120288,25.64408,9.386,40.902,2022-03-11 01:00:00,1
12.9024,5.1896,0.0821968,25.1988,8.398,38.556,2022-03-11 02:20:00,1
7.5776,5.0898,0.0711704,25.11784,5.928,10.71,2022-03-11 02:40:00,2
20.48,5.8882,0.0340816,25.0976,6.3232,28.662,2022-03-11 03:00:00,2
2.7648,4.99,0.0972328,24.95592,7.904,31.926,2022-03-11 03:40:00,1
1.6384,5.1896,0.0982352,24.8952,9.5836,33.354,2022-03-11 04:00:00,1
14.4384,5.489,0.0962304,24.51064,9.7812,10.404,2022-03-11 04:40:00,1
16.9984,5.6886,0.0441056,25.06724,9.4848,11.628,2022-03-11 05:40:00,1
7.168,5.6886,0.0110264,25.44168,9.386,24.99,2022-03-11 06:00:00,1
24.064,5.489,0.0611464,26.27152,7.1136,29.478,2022-03-11 06:20:00,2
7.4752,5.5888,0.055132,26.77752,9.88,24.99,2022-03-11 06:40:00,1
29.696,5.5888,0.0661584,27.03052,7.41,38.556,2022-03-11 07:00:00,1
27.5456,5.5888,0.1122688,26.69656,6.916,20.298,2022-03-11 07:20:00,2
24.2688,5.5888,0.0290696,27.50616,8.0028,36.72,2022-03-11 08:20:00,1
9.9328,5.5888,0.1182832,27.76928,7.6076,25.398,2022-03-11 08:40:00,1
